AccX,AccY,AccZ,GyroX,GyroY,GyroZ
3036.0,592.0,16672.0,1687.0,1280.0,268.0
3032.0,644.0,16676.0,1772.0,1317.0,327.0
3004.0,668.0,16668.0,1769.0,1360.0,346.0
3008.0,728.0,16808.0,1797.0,1364.0,300.0
3044.0,728.0,16744.0,1779.0,1399.0,319.0
2968.0,732.0,16676.0,1774.0,1381.0,329.0
2972.0,664.0,16644.0,1734.0,1301.0,299.0
3064.0,660.0,16672.0,1690.0,1296.0,361.0
3048.0,712.0,16696.0,1754.0,1341.0,297.0
2964.0,720.0,16720.0,1827.0,1392.0,337.0
3032.0,608.0,16728.0,1790.0,1390.0,320.0
3008.0,664.0,16868.0,1728.0,1317.0,299.0
3140.0,720.0,16632.0,1688.0,1257.0,292.0
3068.0,608.0,16596.0,1758.0,1321.0,293.0
2988.0,720.0,16796.0,1818.0,1438.0,296.0
2976.0,748.0,16732.0,1818.0,1410.0,319.0
2940.0,664.0,16732.0,1825.0,1410.0,319.0
2948.0,664.0,16724.0,1689.0,1262.0,305.0
3004.0,716.0,16684.0,1669.0,1264.0,300.0
3048.0,724.0,16640.0,1718.0,1274.0,344.0
3072.0,724.0,16708.0,1752.0,1369.0,306.0
3044.0,804.0,16652.0,1777.0,1369.0,334.0
3008.0,708.0,16752.0,1751.0,1340.0,308.0
2984.0,676.0,16652.0,1691.0,1320.0,341.0
3024.0,676.0,16680.0,1745.0,1347.0,323.0
2948.0,668.0,16748.0,1766.0,1381.0,329.0
3012.0,688.0,16656.0,1812.0,1423.0,319.0
3060.0,764.0,16748.0,1790.0,1401.0,313.0
3008.0,704.0,16756.0,1741.0,1326.0,312.0
3076.0,704.0,16704.0,1678.0,1286.0,338.0
2980.0,700.0,16592.0,1743.0,1354.0,320.0
3004.0,712.0,16592.0,1790.0,1420.0,330.0
2980.0,668.0,16836.0,1828.0,1424.0,321.0
3064.0,728.0,16800.0,1706.0,1293.0,297.0
3036.0,696.0,16748.0,1683.0,1310.0,327.0
3056.0,696.0,16584.0,1739.0,1309.0,375.0
3068.0,728.0,16696.0,1758.0,1357.0,311.0
3016.0,740.0,16644.0,1779.0,1357.0,283.0
3028.0,732.0,16700.0,1715.0,1367.0,296.0
3020.0,780.0,16656.0,1738.0,1305.0,322.0
3044.0,668.0,16672.0,1687.0,1318.0,335.0
3076.0,664.0,16660.0,1760.0,1316.0,325.0
3028.0,648.0,16612.0,1731.0,1369.0,308.0
3028.0,588.0,16576.0,1780.0,1332.0,274.0
3000.0,696.0,16644.0,1848.0,1400.0,282.0
3076.0,728.0,16684.0,1837.0,1377.0,349.0
2928.0,736.0,16840.0,1736.0,1337.0,306.0
3020.0,684.0,16520.0,1689.0,1286.0,344.0
3012.0,780.0,16644.0,1739.0,1352.0,298.0
