AccX,AccY,AccZ,GyroX,GyroY,GyroZ
64.0,-16428.0,-2012.0,1746.0,1385.0,129.0
232.0,-16580.0,-2184.0,1668.0,1501.0,207.0
300.0,-16612.0,-2032.0,1697.0,1577.0,247.0
236.0,-16580.0,-2176.0,1618.0,1520.0,301.0
104.0,-16536.0,-2156.0,1744.0,1385.0,369.0
80.0,-16496.0,-2040.0,1815.0,1413.0,397.0
212.0,-16324.0,-2084.0,1765.0,1460.0,307.0
248.0,-16500.0,-2084.0,1635.0,1543.0,329.0
188.0,-16484.0,-2204.0,1679.0,1543.0,367.0
192.0,-16392.0,-2084.0,1707.0,1523.0,311.0
140.0,-16384.0,-1896.0,1861.0,1315.0,267.0
80.0,-16276.0,-2156.0,1996.0,1414.0,165.0
172.0,-16324.0,-2304.0,2537.0,1776.0,165.0
664.0,-17704.0,-2848.0,6608.0,3022.0,857.0
316.0,-18100.0,-1908.0,11683.0,4022.0,1751.0
-904.0,-15512.0,-460.0,11373.0,3117.0,1622.0
-1204.0,-12672.0,296.0,1955.0,318.0,-159.0
100.0,-15208.0,-1300.0,-7386.0,-1329.0,-2117.0
912.0,-17940.0,-2120.0,-7246.0,-392.0,-1861.0
1148.0,-18584.0,-2020.0,-1880.0,1373.0,-648.0
476.0,-17328.0,-2116.0,2546.0,2306.0,685.0
232.0,-16636.0,-1788.0,2855.0,2143.0,739.0
120.0,-16756.0,-1704.0,2141.0,1562.0,670.0
52.0,-16416.0,-1828.0,1558.0,1234.0,372.0
348.0,-16800.0,-1912.0,1531.0,1311.0,332.0
256.0,-16856.0,-1860.0,2127.0,1550.0,575.0
96.0,-16500.0,-1772.0,2047.0,1459.0,557.0
172.0,-16612.0,-1916.0,1793.0,1369.0,604.0
260.0,-16616.0,-1936.0,1843.0,1467.0,547.0
212.0,-16564.0,-1860.0,1970.0,1451.0,583.0
140.0,-16404.0,-1936.0,1826.0,1325.0,579.0
160.0,-16344.0,-1832.0,1756.0,1302.0,510.0
252.0,-16560.0,-1920.0,1723.0,1357.0,468.0
176.0,-16388.0,-1844.0,1944.0,1285.0,433.0
236.0,-16424.0,-1856.0,1857.0,1319.0,313.0
264.0,-16524.0,-1768.0,1767.0,1399.0,236.0
196.0,-16520.0,-1844.0,1929.0,1390.0,302.0
164.0,-16796.0,-1756.0,2712.0,1534.0,442.0
116.0,-16536.0,-1740.0,3626.0,1598.0,591.0
436.0,-17276.0,-3696.0,7694.0,2510.0,917.0
1460.0,-20944.0,-3864.0,20166.0,5934.0,2836.0
328.0,-21304.0,-856.0,32767.0,8321.0,5553.0
-1536.0,-15884.0,1784.0,32767.0,7040.0,5779.0
-3420.0,-7160.0,5860.0,20913.0,787.0,3983.0
-4344.0,-796.0,6884.0,-28034.0,-7446.0,-3570.0
-3788.0,2132.0,-28.0,-32768.0,-14267.0,-16217.0
120.0,-12376.0,-10368.0,-32768.0,-17651.0,-15183.0
4808.0,-28812.0,-12940.0,-32768.0,-14402.0,-7324.0
6716.0,-28540.0,-16980.0,-12335.0,-1493.0,-1554.0
7076.0,-25112.0,-16020.0,23670.0,11068.0,5474.0
3388.0,-20556.0,-12812.0,32767.0,15651.0,7582.0
1948.0,-19000.0,-8908.0,32767.0,17469.0,8156.0
-1832.0,-14440.0,-4764.0,32767.0,15085.0,10574.0
-1864.0,-8016.0,-1032.0,32767.0,10508.0,8901.0
-3856.0,-2304.0,6356.0,11555.0,290.0,3974.0
-4180.0,-256.0,5744.0,-32768.0,-10023.0,-7470.0
-2416.0,-7744.0,-1664.0,-32768.0,-16242.0,-12361.0
1724.0,-17248.0,-8488.0,-32768.0,-17668.0,-7898.0
7296.0,-29820.0,-18664.0,-28094.0,-6196.0,-3520.0
9732.0,-32768.0,-13140.0,29595.0,13984.0,6703.0
3652.0,-30148.0,-9468.0,32767.0,23348.0,15486.0
-3520.0,-13392.0,-4740.0,32767.0,16599.0,11519.0
-1400.0,-2640.0,-2240.0,32767.0,9539.0,9944.0
-3656.0,-1200.0,6100.0,25106.0,2190.0,7895.0
-3272.0,3308.0,8928.0,-32768.0,-6444.0,-6353.0
-3360.0,-4008.0,4788.0,-32768.0,-14422.0,-13793.0
-1512.0,-13144.0,-3712.0,-32768.0,-18399.0,-10969.0
5312.0,-22028.0,-14572.0,-32768.0,-13189.0,-6546.0
9608.0,-32768.0,-17264.0,-2832.0,2456.0,1423.0
8668.0,-32768.0,-13160.0,32767.0,19934.0,9263.0
640.0,-20640.0,-6408.0,32767.0,22939.0,9978.0
-3648.0,-4512.0,-1440.0,32767.0,14971.0,8807.0
-3668.0,-1032.0,2888.0,32767.0,7040.0,10328.0
-3536.0,-3084.0,7620.0,-7125.0,-2358.0,1371.0
-3360.0,-5224.0,6348.0,-32768.0,-10039.0,-8497.0
