AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2240.0,-7628.0,15804.0,270.0,119.0,-844.0
2496.0,-7280.0,16128.0,-773.0,745.0,-688.0
2492.0,-9072.0,15840.0,-785.0,1140.0,-991.0
2904.0,-8028.0,16216.0,393.0,2137.0,-863.0
1852.0,-8304.0,16204.0,446.0,2406.0,-888.0
2096.0,-7316.0,16648.0,-190.0,2003.0,-659.0
3244.0,-8628.0,14680.0,1053.0,3491.0,633.0
2536.0,-9196.0,15132.0,4509.0,5602.0,1455.0
1772.0,-6540.0,16348.0,2884.0,5242.0,1665.0
-380.0,1876.0,17124.0,-15321.0,1942.0,847.0
-2368.0,8356.0,17300.0,-32768.0,-8830.0,1960.0
1736.0,-1676.0,7088.0,-32768.0,-18457.0,-1455.0
1448.0,-8668.0,-4852.0,-32768.0,-16754.0,592.0
2848.0,-18420.0,-12504.0,-32768.0,-13292.0,-2068.0
5204.0,-29020.0,-14560.0,-32768.0,-4772.0,640.0
2380.0,-30132.0,-3372.0,-32768.0,141.0,3823.0
1128.0,-17972.0,-8968.0,-17059.0,469.0,5900.0
2232.0,-13132.0,-9428.0,-12503.0,1949.0,3664.0
432.0,-18868.0,-9360.0,-3360.0,3738.0,187.0
1948.0,-20876.0,-8288.0,11333.0,2585.0,1217.0
3940.0,-23748.0,-11612.0,30424.0,7165.0,450.0
1716.0,-23844.0,-8924.0,32767.0,11450.0,-628.0
1652.0,-31836.0,-6688.0,32767.0,11473.0,1013.0
2924.0,-32768.0,-18244.0,32767.0,12941.0,2575.0
-7064.0,-13268.0,-6128.0,32767.0,7474.0,-4617.0
4700.0,4668.0,-16916.0,32767.0,28561.0,7.0
-612.0,32767.0,10596.0,32767.0,11958.0,9720.0
-7884.0,19132.0,21284.0,9325.0,-11956.0,4239.0
4516.0,2704.0,10132.0,-5852.0,-7926.0,-4041.0
5672.0,1352.0,15172.0,982.0,5981.0,-1708.0
-4376.0,11552.0,22028.0,-21132.0,-3489.0,-2089.0
612.0,7196.0,15020.0,-32768.0,-12106.0,-2133.0
1808.0,13132.0,13052.0,-32768.0,-16576.0,-2065.0
4488.0,9876.0,2772.0,-32768.0,-17989.0,4859.0
1868.0,-4836.0,672.0,-32768.0,-12361.0,5957.0
2124.0,-14808.0,-12748.0,-32768.0,-15742.0,5319.0
6640.0,-23508.0,-21340.0,-32768.0,-7899.0,4981.0
6828.0,-32428.0,-20692.0,-32768.0,4613.0,5349.0
3352.0,-30020.0,-4928.0,-30149.0,11277.0,4827.0
-180.0,-19284.0,-5556.0,-10838.0,6347.0,4533.0
3840.0,-16648.0,-8536.0,-2877.0,-502.0,-32.0
3080.0,-19076.0,-6736.0,8188.0,4586.0,968.0
3620.0,-17700.0,-6136.0,16602.0,4581.0,1187.0
5232.0,-25088.0,-8036.0,32767.0,7224.0,3613.0
3768.0,-32768.0,-6548.0,32767.0,8748.0,5457.0
4176.0,-32768.0,-16120.0,32767.0,9601.0,3567.0
24.0,-32768.0,-29012.0,32767.0,19229.0,-7041.0
-2200.0,22888.0,-32768.0,32767.0,32767.0,-12395.0
4464.0,32767.0,32767.0,32767.0,15520.0,28524.0
-6076.0,4432.0,21736.0,10038.0,-8589.0,3359.0
4756.0,5172.0,11732.0,-2992.0,-2390.0,-3069.0
236.0,2220.0,20984.0,-9240.0,1420.0,-655.0
2104.0,-2688.0,15748.0,-12700.0,-2137.0,-408.0
368.0,-1412.0,17128.0,-13441.0,-1258.0,780.0
2132.0,5128.0,14952.0,-29895.0,-2772.0,1269.0
-1128.0,16016.0,17720.0,-32768.0,-11174.0,2634.0
1344.0,2732.0,-1316.0,-32768.0,-20959.0,5650.0
1864.0,-8784.0,-10344.0,-32768.0,-18378.0,5787.0
3716.0,-26996.0,-19796.0,-32768.0,-13889.0,7398.0
4480.0,-32768.0,-18516.0,-32768.0,-156.0,4046.0
4280.0,-32768.0,-10924.0,-18352.0,8491.0,4128.0
-308.0,-14500.0,-932.0,1710.0,6354.0,3216.0
2532.0,-13856.0,-4580.0,3607.0,751.0,-63.0
3516.0,-16380.0,-5860.0,4067.0,3483.0,399.0
1944.0,-12656.0,-4780.0,2107.0,6184.0,1268.0
2412.0,-18644.0,-5920.0,10892.0,5902.0,1651.0
3120.0,-19060.0,-4400.0,18914.0,2764.0,1568.0
2736.0,-17108.0,-3356.0,23136.0,102.0,466.0
3528.0,-24584.0,-3512.0,32767.0,-239.0,1866.0
3876.0,-27104.0,-7900.0,32767.0,3385.0,2445.0
-1376.0,6324.0,812.0,32767.0,11261.0,3471.0
3764.0,-9504.0,7600.0,13621.0,-1345.0,28.0
2860.0,-28356.0,1768.0,14529.0,3287.0,-797.0
360.0,-1720.0,3600.0,-1623.0,1299.0,1397.0
2948.0,-9784.0,5424.0,-29460.0,-4746.0,1258.0
2368.0,-27688.0,1416.0,-22811.0,-4587.0,-786.0
1700.0,-20256.0,1904.0,-4686.0,-3577.0,881.0
3204.0,-15008.0,372.0,2826.0,479.0,1145.0
2352.0,-14428.0,812.0,-890.0,3973.0,760.0
1332.0,-14988.0,2956.0,-5212.0,2824.0,-344.0
2612.0,-18540.0,596.0,-2874.0,962.0,-89.0
2900.0,-18040.0,-40.0,3663.0,2445.0,441.0
2168.0,-16544.0,1000.0,8821.0,3825.0,887.0
2268.0,-14816.0,2132.0,5379.0,2615.0,128.0
3364.0,-21924.0,1012.0,10672.0,1694.0,-334.0
3616.0,-23112.0,-784.0,29346.0,4254.0,459.0
3572.0,-19656.0,1108.0,32767.0,6632.0,1655.0
3476.0,-19756.0,-640.0,32767.0,10673.0,510.0
304.0,-9128.0,5944.0,32767.0,10786.0,2937.0
-1072.0,-14984.0,9752.0,32767.0,5582.0,3464.0
2360.0,-11892.0,9952.0,32767.0,9046.0,5842.0
2696.0,-12856.0,8008.0,32767.0,11139.0,7386.0
-504.0,1200.0,13808.0,32767.0,10157.0,6710.0
-1368.0,3388.0,17440.0,21928.0,2016.0,4803.0
-2124.0,264.0,18500.0,2336.0,-2763.0,461.0
-2120.0,6020.0,17396.0,-19148.0,-5765.0,-2455.0
-364.0,8604.0,12372.0,-32768.0,-10464.0,-3453.0
-44.0,11008.0,6196.0,-32768.0,-22512.0,-3735.0
712.0,-5812.0,-9920.0,-32768.0,-21473.0,-18.0
5676.0,-28196.0,-18068.0,-32768.0,-20803.0,-1491.0
4116.0,-32768.0,-16040.0,-32768.0,-5964.0,4813.0
3000.0,-26788.0,-6596.0,-15533.0,4100.0,7040.0
2780.0,-9464.0,-4812.0,-7934.0,8208.0,3787.0
2420.0,-18604.0,-6324.0,-4002.0,8017.0,852.0
2664.0,-18136.0,-7152.0,2986.0,5449.0,106.0
2788.0,-14452.0,-7444.0,6561.0,4864.0,717.0
1888.0,-16064.0,-5260.0,8608.0,4101.0,1684.0
3256.0,-24520.0,-7780.0,22931.0,2062.0,-523.0
2036.0,-24792.0,-5244.0,32767.0,3345.0,570.0
2220.0,-32768.0,-4004.0,32767.0,4506.0,1286.0
9848.0,-32016.0,-21800.0,32767.0,29323.0,-1618.0
-9732.0,4044.0,-4300.0,32767.0,22942.0,-2508.0
-2220.0,11120.0,17000.0,32767.0,13413.0,16424.0
5220.0,-6936.0,9624.0,32767.0,837.0,8809.0
