AccX,AccY,AccZ,GyroX,GyroY,GyroZ
408.0,2512.0,20752.0,7269.0,2705.0,-702.0
-776.0,3200.0,20764.0,11979.0,-55.0,4174.0
820.0,4844.0,20568.0,17203.0,-5783.0,11146.0
5500.0,5232.0,15772.0,19860.0,-9968.0,18352.0
10228.0,4104.0,12456.0,19626.0,-7751.0,17788.0
12768.0,1784.0,8580.0,14456.0,-575.0,7306.0
10616.0,2560.0,10776.0,6307.0,3605.0,-3480.0
6832.0,4276.0,15820.0,2699.0,4167.0,-10230.0
288.0,6804.0,21648.0,-263.0,3123.0,-9916.0
-2588.0,7108.0,22636.0,5920.0,-2989.0,-396.0
-1340.0,5164.0,19572.0,11523.0,-10413.0,10072.0
952.0,2672.0,12492.0,10333.0,-11714.0,14048.0
2916.0,2536.0,8032.0,7875.0,-8523.0,15156.0
5808.0,2128.0,5852.0,4657.0,-6201.0,16939.0
17804.0,620.0,5996.0,-5464.0,12.0,10659.0
22316.0,7520.0,15192.0,-18495.0,6946.0,-6505.0
11452.0,5420.0,17456.0,-15128.0,8775.0,-16966.0
1928.0,1500.0,19724.0,-26577.0,8441.0,-14579.0
-1156.0,-360.0,17580.0,-26023.0,4237.0,-3722.0
376.0,1964.0,19172.0,-13304.0,6659.0,377.0
1716.0,636.0,21912.0,-5022.0,2172.0,3254.0
700.0,76.0,19000.0,5177.0,-2043.0,6455.0
3040.0,84.0,13820.0,6253.0,-3260.0,7961.0
7888.0,172.0,11300.0,5563.0,1645.0,8545.0
11204.0,1244.0,12352.0,8052.0,4853.0,7065.0
17468.0,2468.0,17108.0,8722.0,1566.0,2910.0
17976.0,3148.0,19208.0,8648.0,-6515.0,-3498.0
10444.0,1828.0,15476.0,4263.0,-5575.0,-9963.0
3448.0,580.0,14956.0,333.0,542.0,-11289.0
-1720.0,1644.0,16612.0,-1263.0,4405.0,-7172.0
-2220.0,844.0,19328.0,1335.0,686.0,-246.0
288.0,1768.0,19692.0,1752.0,-6952.0,5329.0
1924.0,180.0,14364.0,4211.0,-14851.0,10634.0
10628.0,480.0,8008.0,8948.0,-14112.0,11062.0
23940.0,4260.0,4088.0,-1821.0,-1669.0,3781.0
19640.0,4168.0,7708.0,-9929.0,10319.0,-6377.0
11052.0,1932.0,12968.0,-4820.0,11735.0,-12780.0
4188.0,424.0,16704.0,-3976.0,6718.0,-12653.0
-408.0,-192.0,19080.0,-5852.0,2155.0,-10698.0
-1292.0,-1356.0,23072.0,-6724.0,-659.0,-3338.0
-2044.0,-1264.0,23180.0,-1854.0,-5334.0,3862.0
388.0,-2508.0,19764.0,7522.0,-11243.0,8145.0
6164.0,-1836.0,14428.0,10311.0,-14120.0,6627.0
12104.0,1420.0,6508.0,12836.0,-9829.0,2536.0
12840.0,4964.0,856.0,16092.0,-2213.0,1430.0
14560.0,4740.0,4632.0,3294.0,4951.0,831.0
18508.0,3080.0,11428.0,-6239.0,7420.0,-1356.0
15740.0,3884.0,15840.0,-7317.0,6686.0,-6726.0
10180.0,1708.0,15656.0,-3359.0,5508.0,-9282.0
4236.0,-120.0,18216.0,-4535.0,3470.0,-8617.0
-536.0,-924.0,21448.0,-8900.0,1336.0,-5940.0
-2252.0,-1904.0,21996.0,-14592.0,-3418.0,-583.0
216.0,-4364.0,17824.0,-9162.0,-11380.0,3908.0
6924.0,-4700.0,14568.0,5967.0,-14221.0,6143.0
10760.0,-944.0,9596.0,18179.0,-15769.0,5050.0
16016.0,4412.0,2604.0,16859.0,-9431.0,2230.0
20572.0,5700.0,52.0,2224.0,1292.0,537.0
17908.0,4128.0,5452.0,-5249.0,7560.0,-732.0
16068.0,2044.0,12632.0,-7140.0,8207.0,-3414.0
13144.0,100.0,18184.0,-5262.0,4179.0,-6860.0
9320.0,-1988.0,22444.0,-5816.0,-2026.0,-9635.0
3304.0,-4328.0,22224.0,-2169.0,-8077.0,-8913.0
2116.0,-5552.0,20404.0,3895.0,-12188.0,-7200.0
4312.0,-2580.0,17580.0,8604.0,-14358.0,-5294.0
6228.0,-2572.0,13416.0,19283.0,-14744.0,-3202.0
11368.0,-520.0,7508.0,32354.0,-13748.0,-5225.0
14328.0,5548.0,2612.0,32767.0,-13413.0,-6627.0
16172.0,8272.0,-4216.0,26026.0,-7315.0,-5398.0
15464.0,9232.0,-2988.0,11082.0,-2070.0,-3704.0
18228.0,9992.0,7064.0,13201.0,5869.0,-2136.0
18460.0,8064.0,6908.0,-14321.0,6065.0,-5444.0
13756.0,3596.0,17060.0,-26369.0,4606.0,-6887.0
7748.0,-1928.0,21392.0,-15464.0,115.0,-6463.0
5444.0,-3528.0,16964.0,-1920.0,-9174.0,-5630.0
4572.0,588.0,9972.0,20845.0,-14264.0,-4393.0
8280.0,9572.0,-3272.0,15798.0,-4890.0,-429.0
12464.0,13944.0,-7968.0,8385.0,9141.0,4827.0
14492.0,11104.0,-1136.0,3487.0,12314.0,5588.0
16044.0,8720.0,5484.0,-9346.0,12104.0,4025.0
17380.0,6856.0,12556.0,-19095.0,12761.0,3395.0
16536.0,480.0,24076.0,-28514.0,9837.0,-17.0
10332.0,-4752.0,26380.0,-19079.0,-3530.0,-5528.0
7552.0,-4844.0,16352.0,-1389.0,-14479.0,-7132.0
9804.0,2940.0,736.0,15668.0,-9214.0,-5742.0
