AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-7516.0,-5164.0,17324.0,13374.0,4599.0,-1856.0
-8104.0,-3864.0,17824.0,14861.0,6267.0,-300.0
-9560.0,-3808.0,16040.0,18713.0,4607.0,-2152.0
-9480.0,-3408.0,14424.0,23268.0,1927.0,-5425.0
-8532.0,1012.0,11648.0,24627.0,1681.0,-4105.0
-7388.0,2752.0,11976.0,22806.0,-418.0,-4509.0
-5928.0,2304.0,12936.0,20721.0,-2793.0,-5112.0
-3800.0,1744.0,13244.0,20217.0,-5280.0,-4798.0
-1724.0,464.0,12768.0,23679.0,-7467.0,-5833.0
532.0,-2268.0,11572.0,30655.0,-8752.0,-7364.0
2156.0,-1676.0,9292.0,32767.0,-6036.0,-8589.0
3576.0,-2668.0,2792.0,32767.0,-2273.0,-9580.0
904.0,9076.0,4648.0,32767.0,-1181.0,-3644.0
-1008.0,11880.0,12736.0,32767.0,-6191.0,5708.0
1372.0,9828.0,12724.0,32767.0,-10632.0,10204.0
2340.0,12916.0,10648.0,30693.0,-9362.0,7441.0
120.0,22460.0,9372.0,14597.0,-6656.0,1581.0
-1764.0,27532.0,9016.0,-8784.0,-5139.0,-4127.0
-2516.0,28260.0,7976.0,-32768.0,-5560.0,-7002.0
-496.0,28428.0,6380.0,-32768.0,-5539.0,-5549.0
2940.0,17088.0,256.0,-32768.0,-1192.0,-9274.0
2508.0,13332.0,-2504.0,-32768.0,2470.0,-11638.0
3268.0,11288.0,-12028.0,-32768.0,9725.0,970.0
-236.0,1664.0,-32768.0,-32768.0,13946.0,14748.0
-8920.0,-32768.0,-9160.0,-32768.0,13218.0,-14740.0
-1808.0,-32768.0,-15844.0,-17489.0,-266.0,-32768.0
3612.0,-20780.0,2064.0,20310.0,6557.0,-4468.0
-4160.0,3628.0,10348.0,1368.0,10435.0,7170.0
-1532.0,-10912.0,-1628.0,-22633.0,-3232.0,2399.0
-336.0,-30556.0,-16200.0,-5299.0,1538.0,-2717.0
2132.0,-27864.0,2044.0,19811.0,12039.0,3542.0
-2888.0,-27660.0,-5568.0,32767.0,4330.0,-73.0
-432.0,-28416.0,-6924.0,32767.0,4797.0,2478.0
712.0,-32768.0,-5708.0,32767.0,6007.0,-703.0
1932.0,-21620.0,-12864.0,32767.0,10922.0,5004.0
1588.0,860.0,-19484.0,32767.0,13141.0,18475.0
-840.0,25388.0,-7760.0,32767.0,4695.0,23013.0
-3116.0,29580.0,6608.0,32767.0,-1005.0,4780.0
-2048.0,24136.0,12960.0,32767.0,-2203.0,-2378.0
-1460.0,10364.0,18032.0,26735.0,-4537.0,-3784.0
2028.0,12436.0,7528.0,23637.0,10413.0,375.0
-6108.0,18404.0,7816.0,18033.0,6240.0,9414.0
-4396.0,20288.0,8632.0,5322.0,357.0,-601.0
-1952.0,16036.0,7380.0,-3318.0,8.0,-3442.0
-3852.0,19288.0,7784.0,-9195.0,221.0,-1693.0
-3916.0,17792.0,8496.0,-18494.0,-1737.0,-1331.0
-2968.0,21792.0,8264.0,-32768.0,-2444.0,-535.0
-2308.0,26732.0,6788.0,-32768.0,-4339.0,202.0
1368.0,22600.0,3996.0,-32768.0,1011.0,4276.0
252.0,11400.0,-1612.0,-32768.0,4801.0,816.0
392.0,1996.0,-8520.0,-32768.0,9836.0,-1612.0
836.0,-14612.0,-18792.0,-32768.0,15122.0,-9234.0
-4716.0,-28772.0,-11012.0,-32768.0,-2034.0,-22427.0
-12.0,-32768.0,-6376.0,-32768.0,-4052.0,-12097.0
3404.0,-20496.0,-972.0,-11022.0,7305.0,529.0
-2680.0,-3924.0,-3308.0,-18784.0,-312.0,2870.0
-556.0,-20292.0,-1320.0,-24923.0,-2093.0,1305.0
-1956.0,-27532.0,-5472.0,-10870.0,281.0,-2591.0
-1528.0,-23192.0,-3788.0,654.0,1427.0,2200.0
-2004.0,-18820.0,-1916.0,7438.0,410.0,300.0
-964.0,-22200.0,-3072.0,14904.0,351.0,1671.0
0.0,-32316.0,-6008.0,32767.0,1482.0,2307.0
1156.0,-32768.0,-12088.0,32767.0,7194.0,-536.0
2848.0,-32768.0,-17752.0,32767.0,13343.0,2128.0
-156.0,-6924.0,-29672.0,32767.0,17176.0,13457.0
-896.0,28716.0,-13356.0,32767.0,10959.0,32767.0
-3636.0,29612.0,2440.0,32767.0,-3646.0,23823.0
-3304.0,24696.0,11760.0,32767.0,-4679.0,-430.0
-4380.0,18548.0,13288.0,31384.0,-14061.0,-2175.0
3296.0,12536.0,8188.0,24533.0,5301.0,-6673.0
-3548.0,21884.0,3492.0,17175.0,3931.0,1704.0
-5028.0,19804.0,11284.0,6905.0,594.0,3502.0
