AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-5008.0,2532.0,16004.0,1893.0,1301.0,380.0
-5036.0,2484.0,15996.0,1921.0,1285.0,336.0
-5024.0,2532.0,15988.0,1902.0,1270.0,327.0
-5000.0,2420.0,16084.0,1935.0,1248.0,396.0
-4936.0,2596.0,16004.0,2002.0,1168.0,434.0
-4864.0,2688.0,15904.0,1942.0,1267.0,365.0
-4844.0,2804.0,15940.0,1802.0,1333.0,436.0
-4896.0,2652.0,15904.0,1749.0,1371.0,413.0
-4928.0,2536.0,15964.0,1803.0,1439.0,429.0
-5008.0,2460.0,15896.0,1835.0,1384.0,330.0
-5004.0,2488.0,16068.0,1825.0,1349.0,271.0
-4996.0,2656.0,16072.0,1676.0,1336.0,202.0
-4928.0,2628.0,16004.0,1559.0,1345.0,194.0
-4952.0,2520.0,16108.0,1401.0,1321.0,174.0
-4924.0,2532.0,15976.0,1335.0,1361.0,207.0
-5020.0,2436.0,16044.0,1445.0,1315.0,232.0
-4992.0,2504.0,16056.0,1577.0,1261.0,235.0
-4880.0,2472.0,16100.0,1855.0,1259.0,230.0
-4884.0,2528.0,16012.0,1934.0,1216.0,274.0
-4944.0,2684.0,16044.0,1955.0,1205.0,357.0
-5068.0,2708.0,15896.0,1877.0,1309.0,276.0
-4984.0,2644.0,16056.0,1826.0,1370.0,380.0
-4996.0,2580.0,16020.0,1800.0,1372.0,307.0
-5020.0,2536.0,16048.0,1771.0,1330.0,281.0
-5000.0,2512.0,16080.0,1933.0,1372.0,230.0
-4972.0,2492.0,16136.0,1958.0,1287.0,272.0
-4904.0,2584.0,16056.0,2048.0,1266.0,172.0
-4824.0,2668.0,15968.0,2005.0,1225.0,276.0
-4812.0,2616.0,15980.0,1908.0,1277.0,265.0
-4972.0,2732.0,15964.0,1830.0,1370.0,314.0
-4792.0,2924.0,15700.0,1534.0,1683.0,299.0
-5044.0,3220.0,15840.0,410.0,2222.0,411.0
-5252.0,3244.0,15732.0,-630.0,1383.0,61.0
-5068.0,1640.0,16384.0,-873.0,1386.0,-4.0
-5236.0,300.0,16436.0,450.0,1272.0,-502.0
-5164.0,876.0,16396.0,1775.0,1032.0,-680.0
-4916.0,1960.0,16216.0,2406.0,1013.0,-912.0
-4828.0,3652.0,15804.0,2099.0,1044.0,-604.0
-4520.0,4208.0,15688.0,1316.0,1077.0,117.0
-4600.0,3576.0,15708.0,1071.0,1324.0,797.0
-5136.0,1896.0,15900.0,1172.0,1456.0,993.0
-5336.0,556.0,16280.0,2159.0,1717.0,503.0
-5476.0,1876.0,16292.0,2802.0,1418.0,119.0
-5124.0,2032.0,16120.0,3015.0,1237.0,-103.0
-4912.0,3316.0,16024.0,2745.0,1210.0,178.0
-4616.0,3192.0,15848.0,1743.0,1136.0,570.0
-4640.0,2980.0,15840.0,1048.0,1518.0,830.0
-4876.0,2764.0,15876.0,832.0,1529.0,899.0
-5004.0,2288.0,16056.0,1139.0,1524.0,934.0
-5244.0,1968.0,16204.0,1563.0,1468.0,923.0
-5628.0,692.0,16396.0,2543.0,1385.0,687.0
-5628.0,632.0,16648.0,4049.0,1174.0,207.0
-5248.0,1720.0,16312.0,4808.0,1059.0,-75.0
-4828.0,2976.0,15900.0,4404.0,747.0,-100.0
-4288.0,4184.0,15416.0,2946.0,914.0,-2.0
-4288.0,4588.0,15332.0,933.0,1137.0,259.0
-4440.0,3912.0,15536.0,-605.0,1318.0,571.0
-4620.0,2888.0,15220.0,-1852.0,1993.0,744.0
-5552.0,1544.0,16232.0,-1957.0,2298.0,-87.0
-5540.0,2288.0,16344.0,-1004.0,1539.0,238.0
-5216.0,1832.0,16252.0,-263.0,1357.0,178.0
-5148.0,1524.0,16264.0,974.0,1353.0,208.0
-5180.0,1240.0,16368.0,2034.0,1155.0,489.0
-5136.0,688.0,16412.0,3176.0,1318.0,377.0
-5076.0,1280.0,16300.0,4345.0,1328.0,181.0
-5020.0,2520.0,16204.0,4746.0,1152.0,123.0
-4744.0,3924.0,15712.0,3778.0,1014.0,425.0
-4588.0,4124.0,15528.0,2153.0,1119.0,695.0
-4728.0,3524.0,15760.0,814.0,1331.0,1049.0
-5028.0,1772.0,15984.0,126.0,1647.0,1078.0
-5588.0,-608.0,16656.0,882.0,1828.0,60.0
-5576.0,1124.0,16124.0,545.0,1303.0,-966.0
-4960.0,2472.0,15960.0,359.0,1124.0,-1597.0
-4684.0,4528.0,15856.0,-460.0,1074.0,-1018.0
-4104.0,4340.0,15452.0,-1888.0,1372.0,-144.0
-4612.0,3172.0,15876.0,-2728.0,1767.0,561.0
-5532.0,-752.0,16764.0,-1892.0,1562.0,805.0
-5660.0,-3280.0,16892.0,2050.0,1429.0,-135.0
-5772.0,-776.0,16804.0,5329.0,1278.0,-1010.0
-5300.0,1748.0,16076.0,6131.0,878.0,-1313.0
-4620.0,4844.0,15572.0,5168.0,736.0,-680.0
-4252.0,5520.0,15308.0,2735.0,999.0,251.0
-4272.0,4660.0,15388.0,457.0,1282.0,1231.0
-4856.0,2332.0,15964.0,-772.0,1477.0,1719.0
-5512.0,-1532.0,16508.0,447.0,1691.0,879.0
-5816.0,-1224.0,16792.0,3356.0,1515.0,-220.0
-5744.0,644.0,16464.0,4748.0,1265.0,-792.0
-5256.0,3424.0,15984.0,4668.0,1057.0,-728.0
-4548.0,5108.0,15404.0,2571.0,1007.0,-22.0
-4244.0,5024.0,15224.0,222.0,1210.0,815.0
-4784.0,3292.0,16000.0,-1259.0,1356.0,1363.0
-5464.0,-1200.0,16648.0,-247.0,1401.0,891.0
-5416.0,-2276.0,16944.0,3600.0,1309.0,-374.0
-5452.0,812.0,16524.0,6032.0,1115.0,-857.0
-4920.0,3952.0,15880.0,5804.0,1051.0,-775.0
-4364.0,6040.0,15064.0,3144.0,1001.0,274.0
-4404.0,6160.0,15192.0,-395.0,1384.0,1091.0
-5224.0,2736.0,15952.0,-2159.0,1507.0,1640.0
-5276.0,-176.0,16604.0,-486.0,1470.0,1170.0
-5424.0,-720.0,16804.0,2099.0,1391.0,571.0
-5216.0,324.0,16596.0,4164.0,1216.0,-33.0
-4908.0,3228.0,15900.0,4745.0,1293.0,3.0
-4532.0,4936.0,15260.0,2953.0,1251.0,695.0
-4516.0,4872.0,15236.0,698.0,1441.0,1306.0
-5000.0,2832.0,15972.0,-705.0,1512.0,1563.0
-5312.0,-572.0,16732.0,716.0,1517.0,945.0
-5400.0,-424.0,16748.0,3244.0,1366.0,152.0
-5300.0,704.0,16580.0,4650.0,1199.0,-405.0
-4888.0,3524.0,15780.0,4593.0,1091.0,-468.0
-4304.0,5944.0,15188.0,2011.0,1035.0,422.0
-4212.0,5400.0,15020.0,-975.0,1422.0,902.0
-4660.0,3772.0,15700.0,-2668.0,1613.0,1481.0
-5436.0,-484.0,16688.0,-1840.0,1673.0,1080.0
-5728.0,-2640.0,17168.0,2250.0,1441.0,-158.0
-5720.0,-716.0,16976.0,5356.0,1172.0,-876.0
-5240.0,2368.0,16244.0,6366.0,983.0,-1214.0
-4464.0,6436.0,15212.0,4276.0,949.0,-342.0
-3984.0,7024.0,14692.0,310.0,1162.0,782.0
-4224.0,5308.0,15044.0,-2405.0,1568.0,1628.0
-5004.0,2532.0,15996.0,-3356.0,1824.0,1992.0
