AccX,AccY,AccZ,GyroX,GyroY,GyroZ
5648.0,-5268.0,14676.0,12251.0,11694.0,2149.0
5204.0,-6720.0,15584.0,7589.0,12989.0,489.0
4720.0,-7136.0,17348.0,-323.0,12869.0,772.0
4832.0,-6232.0,17408.0,-3907.0,11614.0,-190.0
4580.0,-6564.0,16892.0,-10833.0,12103.0,-539.0
4224.0,-6768.0,17016.0,-14891.0,11436.0,-373.0
4756.0,-6640.0,17488.0,-14760.0,10133.0,-1721.0
4468.0,-7468.0,17356.0,-16416.0,8043.0,-2374.0
4036.0,-8300.0,17544.0,-20167.0,5736.0,-2316.0
4268.0,-9004.0,16692.0,-23737.0,3967.0,-2865.0
4964.0,-9692.0,16300.0,-29400.0,260.0,-4083.0
5532.0,-9152.0,15004.0,-32768.0,-3740.0,-4347.0
6480.0,-10936.0,13564.0,-32768.0,-8764.0,-6406.0
5072.0,-11628.0,10676.0,-27692.0,-12243.0,-8519.0
3872.0,-11212.0,9592.0,-20361.0,-15589.0,-8414.0
4864.0,-10528.0,6428.0,-8853.0,-12709.0,-5482.0
6084.0,-11572.0,7028.0,-1020.0,-5579.0,111.0
7696.0,-11500.0,7372.0,4090.0,-7100.0,338.0
7176.0,-10988.0,6804.0,9794.0,-8428.0,216.0
5476.0,-10336.0,6908.0,13597.0,-5999.0,565.0
4356.0,-9712.0,6024.0,24060.0,389.0,1466.0
3332.0,-10760.0,7636.0,32767.0,4702.0,2034.0
4344.0,-12660.0,9748.0,32767.0,6755.0,396.0
6800.0,-12948.0,13164.0,32767.0,5931.0,-2595.0
8244.0,-4700.0,13540.0,32767.0,2622.0,-799.0
8780.0,-10660.0,19296.0,25363.0,-830.0,499.0
7352.0,-11224.0,19100.0,13622.0,-4260.0,-3663.0
7476.0,-9476.0,17620.0,7510.0,-7500.0,-6895.0
7008.0,-6868.0,15676.0,5180.0,-8843.0,-6867.0
6872.0,-6168.0,13208.0,3060.0,-7693.0,-5703.0
7180.0,-5516.0,12052.0,4376.0,-6492.0,-2861.0
7436.0,-5068.0,11364.0,5217.0,-5068.0,-2185.0
7812.0,-4784.0,10568.0,5603.0,-2697.0,-2312.0
7840.0,-4228.0,10452.0,4745.0,-581.0,-1713.0
7316.0,-3976.0,9988.0,3287.0,2295.0,-848.0
6800.0,-4132.0,8992.0,698.0,7479.0,1123.0
5764.0,-5884.0,9676.0,-2819.0,12884.0,2031.0
6216.0,-6224.0,12304.0,-5190.0,16318.0,1640.0
7584.0,-6608.0,14640.0,-10522.0,16533.0,483.0
8656.0,-6952.0,14772.0,-13121.0,15729.0,1812.0
7244.0,-7940.0,16100.0,-16116.0,13127.0,1739.0
6432.0,-8856.0,16996.0,-12746.0,10363.0,-461.0
6128.0,-10328.0,18224.0,-11724.0,8164.0,-3436.0
7684.0,-10528.0,18656.0,-13273.0,4984.0,-5498.0
7596.0,-9708.0,18040.0,-16819.0,250.0,-5489.0
7132.0,-8812.0,15804.0,-17834.0,-3229.0,-4746.0
7700.0,-8580.0,13944.0,-14766.0,-6466.0,-3479.0
8200.0,-8760.0,13340.0,-14385.0,-8759.0,-3077.0
8728.0,-9780.0,12308.0,-15807.0,-11869.0,-2436.0
6568.0,-9664.0,9728.0,-15430.0,-13667.0,-3238.0
7236.0,-10104.0,8088.0,-14178.0,-13283.0,-2528.0
7272.0,-9596.0,6084.0,-12175.0,-10758.0,-3681.0
8992.0,-8392.0,6068.0,-4963.0,-8129.0,-1924.0
9140.0,-7468.0,4780.0,1971.0,-7316.0,2176.0
7140.0,-8088.0,3908.0,9400.0,-6157.0,4475.0
5708.0,-7736.0,3136.0,13891.0,-985.0,5196.0
4784.0,-6028.0,4400.0,22982.0,6562.0,8863.0
4872.0,-6276.0,6020.0,32767.0,12475.0,12499.0
